
31,34,18,0
34,37,21,0
27,30,14,0
27,30,14,0
31,34,18,0
33,36,20,0
32,35,19,0
31,34,18,0
31,34,18,0
34,37,21,0
35,38,22,0
35,38,22,0
33,36,20,0
32,35,19,0
32,35,19,0
32,35,19,0
35,36,20,0
35,35,19,0
33,34,18,0
29,32,16,0
29,32,16,0
29,32,16,0
23,26,10,0
27,30,14,0
31,34,18,0
31,34,18,0
32,35,19,0
31,34,18,0
33,36,20,0
37,40,24,0
36,39,23,0
33,36,20,0
29,32,16,0
31,34,18,0
32,34,18,0
36,37,21,0
36,36,20,0
35,36,20,0
29,32,16,0
27,30,14,0
31,34,18,0
24,27,11,0
26,29,13,0
31,34,18,0
31,34,18,0
31,34,18,0
32,35,19,0
32,35,19,0
34,37,21,0
36,39,23,0
33,36,20,0
31,34,18,0
34,37,21,0
34,37,21,0
33,34,18,0
35,35,19,0
36,37,21,0
31,34,18,0
29,32,16,0
31,34,18,0
28,31,15,0
29,32,16,0
33,36,20,0
31,34,18,0
32,35,19,0
32,35,19,0
29,32,16,0
30,33,17,0
34,37,21,0
34,37,21,0
35,38,22,0
35,38,22,0
33,36,20,0
31,32,16,0
33,33,17,0
34,35,19,0
30,33,17,0
29,32,16,0
29,32,16,0
31,34,18,0
32,35,19,0
33,36,20,0
32,35,19,0
34,37,21,0
34,37,21,0
30,33,17,0
30,33,17,0
34,37,21,0
36,39,23,0
36,39,23,0
33,36,20,0
31,34,18,0
33,34,18,0
34,35,19,0
31,32,16,0
29,30,14,0
26,27,11,0
30,32,16,0
30,32,16,0
33,36,20,0
32,35,19,0
31,34,18,0
32,35,19,0
32,35,19,0
32,35,19,0
33,36,20,0
35,38,22,0
37,40,24,0
35,38,22,0
30,33,17,0
31,34,18,0
37,38,22,0
38,38,22,0
33,34,18,0
35,36,20,0
28,29,13,0
31,32,16,0
29,30,14,0
30,31,15,0
33,35,19,0
34,36,20,0
29,32,16,0
27,30,14,0
30,33,17,0
32,35,19,0
33,36,20,0
33,36,20,0
34,37,21,0
30,33,17,0
32,35,19,0
37,38,22,0
36,36,20,0
34,35,19,0
34,35,19,0
30,31,15,0
31,32,16,0
32,33,17,0
31,32,16,0
30,31,15,0
32,33,17,0
29,32,16,0
30,33,17,0
32,35,19,0
31,34,18,0
29,32,16,0
29,32,16,0
33,36,20,0
34,37,21,0
32,35,19,0
33,34,18,0
32,32,16,0
32,33,17,0
28,29,13,0
30,31,15,0
31,32,16,0
32,33,17,0
33,34,18,0
27,28,12,0
29,30,14,0
30,33,17,0
29,32,16,0
31,34,18,0
29,32,16,0
27,30,14,0
26,29,13,0
27,30,14,0
33,36,20,0
32,35,19,0
30,33,17,0
33,34,18,0
33,34,18,0
27,28,12,0
30,31,15,0
32,33,17,0
30,31,15,0
33,34,18,0
28,29,13,0
29,30,14,0
31,34,18,0
31,34,18,0
36,39,23,0
34,37,21,0
28,31,15,0
28,31,15,0
28,31,15,0
32,35,19,0
32,35,19,0
33,36,20,0
36,37,21,0
39,40,24,0
31,32,16,0
32,33,17,0
33,34,18,0
30,31,15,0
32,33,17,0
31,32,16,0
30,32,16,0
27,30,14,0
25,28,12,0
31,34,18,0
34,37,21,0
29,32,16,0
29,32,16,0
30,33,17,0
33,36,20,0
33,36,20,0
35,37,21,0
39,40,24,0
39,40,24,0
30,31,15,0
30,31,15,0
33,34,18,0
31,32,16,0
32,33,17,0
33,34,18,0
32,33,17,0
31,33,17,0
28,31,15,0
28,31,15,0
29,32,16,0
26,29,13,0
27,30,14,0
30,33,17,0
32,35,19,0
32,35,19,0
33,35,19,0
35,36,20,0
33,34,18,0
33,34,18,0
30,31,15,0
31,32,16,0
31,32,16,0
30,31,15,0
30,31,15,0
31,32,16,0
30,33,17,0
30,33,17,0
29,32,16,0
31,34,18,0
31,34,18,0
26,29,13,0
30,33,17,0
30,33,17,0
31,33,18,0
31,33,17,0
32,33,17,0
31,32,16,0
32,33,17,0
30,31,15,0
31,32,16,0
29,30,14,0
28,29,13,0
30,31,15,0
30,31,15,0
28,30,14,0
28,31,15,0
27,30,14,0
29,32,16,0
34,37,21,0
26,29,13,0
31,34,18,0
30,33,17,0
32,35,19,0
32,34,18,0
36,37,21,0
35,36,20,0
30,31,15,0
30,31,15,0
31,32,16,0
29,30,14,0
28,29,13,0
32,33,17,0
32,33,17,0
28,30,14,0
26,29,13,0
29,32,16,0
30,33,17,0
32,35,19,0
24,27,11,0
30,33,17,0
32,35,19,0
34,37,21,0
34,36,20,0
38,39,23,0
37,38,22,0
32,33,17,0
32,33,17,0
33,34,18,0
32,33,17,0
30,31,15,0
32,33,17,0
32,33,17,0
31,33,17,0
28,31,15,0
27,30,14,0
29,32,16,0
36,39,23,0
30,33,17,0
27,30,14,0
33,36,20,0
30,33,17,0
32,34,18,0
35,36,20,0
34,35,19,0
30,31,15,0
29,30,14,0
31,32,16,0
32,33,17,0
33,34,18,0
32,33,17,0
30,31,15,0
30,32,16,0
31,34,18,0
29,32,16,0
26,29,13,0
33,36,20,0
37,40,24,0
31,34,18,0
33,36,20,0
32,35,19,0
34,36,20,0
32,33,17,0
33,34,18,0
30,31,14,0
27,28,12,0
26,27,11,0
30,31,15,0
35,36,20,0
31,32,16,0
29,30,14,0
27,30,14,0
29,32,16,0
33,36,20,0
28,31,15,0
28,31,15,0
33,36,20,0
29,32,16,0
30,33,17,0
32,35,19,0
37,39,23,0
35,36,20,0
35,36,20,0
32,34,15,0
34,36,17,0
35,37,18,0
29,31,13,0
33,34,17,0
31,32,16,0
31,32,16,0
31,33,17,0
29,32,16,0
34,37,21,0
31,34,18,0
30,33,17,0
30,33,17,0
29,32,16,0
30,33,17,0
32,35,19,0
36,39,23,0
36,37,21,0
33,34,18,0
33,41,18,0
31,39,16,0
34,42,19,0
34,42,19,0
33,41,18,0
31,39,16,0
34,42,19,0
37,45,22,0
34,42,19,0
34,42,19,0
34,42,19,0
33,41,18,0
34,42,19,0
35,42,19,0
36,42,20,0
38,44,22,0
41,46,25,0
41,47,26,0
42,49,28,0
34,42,19,0
31,39,16,0
34,42,19,0
36,44,21,0
35,43,20,0
30,38,15,0
30,38,15,0
34,42,19,0
29,37,14,0
29,37,14,0
29,37,14,0
30,38,15,0
34,42,19,0
34,42,19,0
37,45,22,0
33,41,18,0
30,38,15,0
39,46,24,0
35,43,20,0
34,42,19,0
31,39,16,0
32,40,17,0
33,41,18,0
32,40,17,0
31,39,16,0
31,39,16,0
34,42,19,0
33,41,18,0
32,40,17,0
29,37,14,0
28,36,13,0
31,39,16,0
33,41,18,0
38,46,23,0
38,46,23,0
29,37,14,0
34,42,19,0
37,45,22,0
36,44,21,0
33,41,18,0
32,40,17,0
31,39,16,0
30,38,15,0
33,41,18,0
35,43,20,0
34,42,19,0
35,43,20,0
36,44,21,0
33,41,18,0
29,37,14,0
29,37,14,0
29,37,14,0
33,41,18,0
30,38,15,0
30,38,15,0
36,44,21,0
32,40,17,0
38,46,23,0
37,45,22,0
33,41,18,0
31,39,16,0
31,39,16,0
34,42,19,0
36,44,21,0
33,41,18,0
30,38,15,0
33,41,18,0
33,41,18,0
31,39,16,0
30,38,15,0
32,40,17,0
35,43,20,0
34,42,19,0
29,37,14,0
31,39,16,0
30,38,15,0
36,44,21,0
34,42,19,0
31,39,16,0
33,41,18,0
35,43,20,0
33,41,18,0
33,41,18,0
34,42,19,0
29,37,14,0
31,39,16,0
33,41,18,0
32,40,17,0
33,41,18,0
37,45,22,0
33,41,18,0
28,36,13,0
35,43,20,0
38,46,23,0
32,40,17,0
38,46,23,0
35,43,20,0
32,40,17,0
34,42,19,0
39,47,24,0
36,44,21,0
28,36,13,0
29,37,14,0
30,38,15,0
33,41,18,0
35,43,20,0
32,40,17,0
33,41,18,0
31,39,16,0
34,42,19,0
33,41,18,0
29,37,14,0
34,42,19,0
30,38,15,0
37,45,22,0
38,46,23,0
33,41,18,0
30,38,15,0
34,42,19,0
34,42,19,0
30,38,15,0
29,37,14,0
27,35,12,0
28,36,13,0
32,40,17,0
30,38,15,0
30,38,15,0
29,37,14,0
35,43,20,0
35,43,20,0
30,38,15,0
30,38,15,0
35,43,20,0
35,43,20,0
34,42,19,0
41,49,26,0
38,46,23,0
32,40,17,0
31,39,16,0
34,42,19,0
40,48,25,0
35,43,20,0
28,36,13,0
25,33,10,0
27,35,12,0
31,39,16,0
26,34,11,0
28,36,13,0
33,41,18,0
33,41,18,0
32,40,17,0
34,42,19,0
36,44,21,0
31,39,16,0
36,44,21,0
38,46,23,0
37,45,22,0
30,38,15,0
26,34,11,0
30,38,15,0
38,46,23,0
35,43,20,0
32,40,17,0
33,41,18,0
37,45,22,0
40,48,25,0
37,45,22,0
32,40,17,0
28,36,13,0
32,40,17,0
35,43,20,0
40,48,25,0
33,41,18,0
33,41,18,0
36,44,21,0
40,48,25,0
37,45,22,0
32,40,17,0
31,39,16,0
33,41,18,0
38,46,23,0
41,49,26,0
41,49,26,0
39,47,24,0
39,47,24,0
37,45,22,0
33,41,18,0
28,36,13,0
32,40,17,0
38,46,23,0
41,49,26,0
37,45,22,0
29,37,14,0
29,37,14,0
40,48,25,0
43,51,28,0
38,46,23,0
33,41,18,0
27,35,12,0
31,39,16,0
34,42,19,0
36,44,21,0
34,42,19,0
35,43,20,0
35,43,20,0
37,45,22,0
33,41,18,0
32,40,17,0
34,42,19,0
36,44,21,0
37,45,22,0
35,43,20,0
35,43,20,0
41,49,26,0
44,52,29,0
42,50,27,0
40,48,25,0
28,36,13,0
31,39,16,0
29,37,14,0
28,36,13,0
32,40,17,0
36,44,21,0
37,45,22,0
37,45,22,0
37,45,22,0
35,43,20,0
34,42,19,0
37,45,22,0
39,47,24,0
42,50,27,0
38,46,23,0
35,43,20,0
37,45,22,0
41,49,26,0
41,49,26,0
35,43,20,0
40,48,25,0
37,45,22,0
35,43,20,0
39,47,24,0
36,44,21,0
36,44,21,0
36,44,21,0
37,45,22,0
38,46,23,0
36,44,21,0
31,39,16,0
33,41,18,0
33,41,18,0
37,45,22,0
38,46,23,0
36,44,21,0
36,44,21,0
38,46,23,0
41,49,26,0
37,45,22,0
31,39,16,0
35,43,20,0
38,46,23,0
34,41,19,0
34,41,19,0
36,43,21,0
36,44,21,0
34,42,19,0
34,42,19,0
33,41,18,0
34,42,19,0
34,42,19,0
38,46,23,0
40,48,25,0
38,46,23,0
38,46,23,0
38,46,23,0
38,46,23,0
41,49,26,0
38,46,23,0
36,44,21,0
31,39,16,0
32,38,16,0
34,39,17,0
31,37,15,0
37,42,20,0
37,43,21,0
33,40,18,0
29,37,14,0
32,40,17,0
34,42,19,0
39,47,24,0
40,48,25,0
34,42,19,0
32,40,17,0
38,46,23,0
40,48,25,0
39,47,24,0
40,48,25,0
38,46,23,0
29,37,14,0
31,36,14,0
35,40,18,0
33,38,16,0
33,38,16,0
35,40,18,0
35,40,18,0
31,39,16,0
31,39,16,0
29,37,14,0
33,41,18,0
36,44,21,0
34,42,19,0
35,43,20,0
39,47,24,0
40,48,25,0
34,42,19,0
33,41,18,0
35,43,20,0
34,42,19,0
35,41,18,0
40,45,23,0
38,43,21,0
34,39,17,0
34,39,17,0
33,38,16,0
30,38,15,0
33,41,18,0
32,40,17,0
35,43,20,0
37,45,22,0
36,44,21,0
36,44,21,0
39,47,24,0
36,44,21,0
34,42,19,0
34,42,19,0
33,41,18,0
35,43,20,0
34,39,17,0
32,37,15,0
32,37,15,0
33,38,16,0
37,42,20,0
41,46,24,0
48,50,34,0
55,57,38,0
53,53,34,0
44,44,24,0
55,57,37,0
44,46,26,0
48,50,31,0
42,43,26,0
42,43,28,0
45,46,30,0
38,40,20,0
48,50,30,0
49,51,31,0
45,47,27,0
39,42,19,0
43,47,23,0
41,43,23,0
43,45,26,0
37,39,20,0
42,43,26,0
53,54,35,0
60,60,40,0
47,48,27,0
53,56,34,0
44,46,26,0
43,45,26,0
43,43,28,0
38,38,24,0
40,41,26,0
41,43,24,0
60,62,42,0
53,55,35,0
45,48,26,0
33,37,13,0
44,48,24,0
40,42,22,0
48,50,31,0
44,46,27,0
45,46,28,0
47,48,28,0
52,51,30,0
50,51,29,0
56,59,37,0
46,48,27,0
48,49,31,0
45,46,31,0
41,42,26,0
36,38,21,0
48,50,31,0
55,57,38,0
44,47,26,0
42,45,23,0
37,41,17,0
38,41,18,0
41,43,24,0
39,41,22,0
40,42,23,0
48,50,30,0
45,45,24,0
46,45,24,0
50,51,28,0
46,49,26,0
50,51,35,0
46,47,31,0
46,47,31,0
46,47,31,0
35,37,20,0
37,39,20,0
54,56,37,0
32,34,14,0
36,39,18,0
41,44,22,0
43,46,24,0
50,52,34,0
49,51,34,0
42,43,27,0
42,43,24,0
47,47,26,0
47,49,30,0
52,54,36,0
44,45,29,0
42,43,27,0
48,49,33,0
50,51,35,0
47,48,32,0
44,45,29,0
30,31,14,0
56,58,39,0
33,35,15,0
36,38,18,0
38,41,19,0
45,47,26,0
52,53,36,0
52,53,37,0
46,47,31,0
43,45,26,0
53,55,36,0
53,55,36,0
46,47,30,0
45,46,30,0
40,41,25,0
45,46,30,0
49,50,34,0
46,47,31,0
46,47,31,0
41,42,26,0
46,47,30,0
35,36,18,0
44,46,26,0
45,47,27,0
41,43,23,0
53,54,37,0
51,52,36,0
46,46,31,0
42,44,25,0
45,47,28,0
54,56,37,0
51,53,35,0
47,48,32,0
43,44,28,0
41,42,26,0
51,52,36,0
50,51,35,0
39,40,24,0
43,44,28,0
42,43,27,0
30,32,15,0
35,37,18,0
47,49,29,0
46,48,29,0
51,52,37,0
49,49,35,0
50,50,36,0
46,48,29,0
42,44,25,0
52,54,35,0
51,52,35,0
51,52,36,0
46,47,31,0
40,41,25,0
42,43,27,0
48,49,33,0
47,48,32,0
45,45,31,0
44,45,30,0
44,45,29,0
34,36,18,0
47,49,30,0
41,42,24,0
46,47,32,0
38,38,24,0
49,49,35,0
42,44,25,0
44,46,27,0
59,61,42,0
46,47,30,0
48,49,33,0
50,51,35,0
51,52,36,0
47,48,32,0
42,43,27,0
45,46,31,0
45,45,31,0
47,47,33,0
43,44,28,0
45,46,29,0
46,48,29,0
48,50,32,0
51,51,37,0
44,44,31,0
47,47,34,0
50,52,33,0
41,43,24,0
52,54,35,0
49,51,34,0
41,42,26,0
45,46,30,0
51,52,36,0
49,50,34,0
51,52,36,0
52,52,37,0
47,47,34,0
45,45,32,0
44,45,30,0
50,51,34,0
44,46,27,0
58,59,42,0
52,52,38,0
55,55,41,0
48,48,33,0
47,49,30,0
54,56,37,0
48,50,31,0
42,44,27,0
32,33,17,0
36,37,21,0
42,43,27,0
44,45,29,0
47,48,32,0
50,50,36,0
48,48,36,0
43,43,30,0
47,47,32,0
53,54,38,0
46,48,30,0
50,51,33,0
53,55,38,0
48,50,32,0
44,46,28,0
44,46,27,0
57,59,40,0
